nct,duration_class,velocity_class,both,child,adult_height_endpoint,has_results,n,minage,maxage,status,start,sponsor,intervention,condition,title
NCT03573648,,,False,False,False,False,33,18 Years,,ACTIVE_NOT_RECRUITING,2018-11-13,Sidney Kimmel Comprehensive Cancer Cente,"Avelumab, Endocrine therapy, Palbociclib",Breast Cancer,"Neoadjuvant Endocrine Therapy, Palbociclib, Avelumab in Estrogen Receptor Positive Breast Cancer"
NCT05454358,aromatase_inhibitor,,False,False,False,False,12,18 Years,80 Years,TERMINATED,2022-08-02,Fudan University,Letrozole 2.5mg,Endometrial Cancer,Letrozole as Maintenance Therapy for Post-surgical Endometrial Cancer Patients With NSMP
NCT03401320,aromatase_inhibitor,,False,False,False,False,53,18 Years,75 Years,COMPLETED,2017-11-06,Rovi Pharmaceuticals Laboratories,Letrozole ISM,Healthy,"Evaluation of IM Letrozole ISM® Pharmacokinetics, Safety, and Tolerability in Healthy Post-menopausal Women (LISA-1)"
NCT06276868,aromatase_inhibitor,,False,False,False,False,71,18 Years,70 Years,RECRUITING,2024-01-20,Henan Cancer Hospital,Dalcilib+letrozole+HP treatment group,"Breast Cancer, HER2-positive Breast Cancer","Darsilide Combined With AI, Trastuzumab and Patuzumab in the Neoadjuvant Treatment of HR+/HER2+ Breast Cancer"
NCT07661927,,,False,False,False,False,700,60 Years,,RECRUITING,2026-07-06,UNICANCER,Removing Endocrine Therapy,Breast Cancer (Early Breast Cancer),Skipping Hormone Therapy in Low-Risk Early Breast Cancer
NCT01129622,aromatase_inhibitor,,False,False,False,True,16,40 Years,80 Years,COMPLETED,2008-10,"Mount Sinai Hospital, Canada",letrozole,Breast Cancer,Effect of Aromatase Inhibitors on Breast Magnetic Resonance Imaging (MRI)
NCT07168837,aromatase_inhibitor,,False,False,False,False,100,18 Years,40 Years,COMPLETED,2023-01-10,Al-Azhar University,Letrozole tablets,PCOS (Polycystic Ovary Syndrome),Letrozole and Cabergoline Versus Letrozole Alone in Ovulation Induction
NCT03772353,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,59,18 Years,75 Years,UNKNOWN,2019-05-12,Fudan University,"Dalpiciclib, Pyrotinib, Letrozole, Fulvestrant",Breast Cancer,"Pyrotinib, Dalpiciclib(SHR6390) and Endocrine Therapy in Subjects With Dual-receptor Positive(ER+/HER2+) Advanced Breast"
NCT04886531,aromatase_inhibitor,,False,False,False,False,30,18 Years,,RECRUITING,2022-07-21,Ruth O'Regan,"Neratinib, Letrozole (L) or Anastrozole (A), Trastuzumab","Breast Cancer, HER2-positive Breast Cancer, ER Positive Breast Cancer,","Trial of Pre-operative Neratinib and Endocrine Therapy With Trastuzumab in ER-Positive, HER-2 Positive Breast Cancers"
NCT04002141,aromatase_inhibitor,,False,False,False,True,60,18 Years,42 Years,COMPLETED,2019-09-17,"University of California, San Francisco","Placebo oral tablet, Letrozole","Endometriosis, Ovarian Hyperstimulation",Assessment and Prevention of Pain During Ovarian Stimulation in Patients With Endometriosis
NCT02491983,aromatase_inhibitor|estrogen_blockade,,False,False,False,True,486,18 Years,,COMPLETED,2015-08,MedSIR,"Palbociclib, Fulvestrant, Letrozole",Metastatic Breast Cancer,"Palbociclib in Combination With Fulvestrant or Letrozole in Patients With ER+, HER2- Advanced Breast Cancer"
NCT00062751,aromatase_inhibitor,,False,False,False,True,108,18 Years,,COMPLETED,2002-12,Wyeth is now a wholly owned subsidiary o,"Letrozole / Temsirolimus (CCI-779), Letrozole / Temsirolimus (CCI-779), Letrozole",Breast Neoplasms,Study Evaluating Temsirolimus (CCI-779) In Breast Neoplasms
NCT02344472,aromatase_inhibitor|estrogen_blockade|gnrh_analogue,,False,False,False,False,271,18 Years,,UNKNOWN,2015-09,Prof. Wolfgang Janni,"pertuzumab, Trastuzumab, Capecitabine, Paclitaxel, Vinorelbine, Docetaxel, Exemestane, Letrozole, Anastrozole, Fulvestra",Metastatic Breast Cancer,Detect V / CHEVENDO (Chemo vs. Endo)
NCT00505661,aromatase_inhibitor,,False,False,False,True,16,18 Years,,TERMINATED,2003-09,M.D. Anderson Cancer Center,Letrozole,"Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",Letrozole in Patients With Ovarian Tumors
NCT06127979,,,False,False,False,False,42,18 Years,,RECRUITING,2024-08-30,Memorial Sloan Kettering Cancer Center,"core needle biopsy, blood draw",Breast Cancer,A Study of Changes in Ki67 Expression in People With Breast Cancer Receiving Endocrine Therapy Before Surgery
NCT00903162,aromatase_inhibitor|gnrh_analogue,,False,False,False,True,17,18 Years,,COMPLETED,2009-05,Dana-Farber Cancer Institute,"leuprolide, letrozole, zoledronic acid",Breast Cancer,Extended Endocrine Therapy for Premenopausal Women With Breast Cancer
NCT06570031,aromatase_inhibitor,,False,False,False,False,46,20 Years,,COMPLETED,2021-11-09,"Ono Pharmaceutical Co., Ltd.","ONO-4578, letrozole, Palbociclib, abemaciclib","Hormone Receptor-positive Breast Cancer, HER2-negative Breast Cancer, ",ONO-4578-06:Phase I Study of ONO-4578 and Letrozole Plus CDK4 /6 Inhibitors in Breast Cancer
NCT04524728,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,191,18 Years,,COMPLETED,2016-12,Istituti Clinici Scientifici Maugeri SpA,"Palbociclib, Letrozole 2.5mg, Fulvestrant","Breast, Neoplasm Malignant, Female",Patterns of Treatment and Outcome of Palbociclib Plus Endocrine Therapy
NCT07604571,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,194,18 Years,100 Years,RECRUITING,2026-05-28,Novartis Pharmaceuticals,"IEV407, Fulvestrant, Letrozole",Advanced HR+/HER2- Breast Cancer,Study of IEV407 as Single Agent or in Combination in Patients With Advanced HR+/HER2- Breast Cancer
NCT06072781,aromatase_inhibitor,,False,False,False,False,270,18 Years,,RECRUITING,2024-03-18,"Verastem, Inc.","avutometinib, Defactinib, Pegylated liposomal doxorubicin, Paclitaxel, Letrozole, Anastrozole",Low Grade Serous Ovarian Cancer,A Study of Avutometinib (VS-6766) + Defactinib (VS-6063) in Recurrent Low-Grade Serous Ovarian Cancer
NCT04852081,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,1000,18 Years,,UNKNOWN,2021-01-01,Blokhin's Russian Cancer Research Center,"Palbociclib, Ribociclib, Abemaciclib, Letrozole, Anastrozole, Tamoxifen, Fulvestrant, Exemestane, Alpelisib",Breast Cancer Stage IV,"Analysis of Therapy Sequence in Women With HR+, HER2 - mBC in Moscow: A Multicenter Retrospective Observational Study."
NCT03541863,estrogen_blockade,,False,True,False,False,131,,,COMPLETED,2017-10-10,Fudan University,,Breast Cancer,Treatment After Progression of Fulvestrant Among Metastatic Breast Cancer Patients
NCT05168865,aromatase_inhibitor,,False,False,False,False,0,20 Years,40 Years,WITHDRAWN,2023-08-01,Dubai Fertility Center,Letrozole 2.5mg,"Frozen Embryo Transfer, Polycystic Ovarian Disease, Letrozole, Hormone",Letrozole Versus Hormonal Preparation in Frozen Cycles of PCOS Patients.
NCT03111615,,,False,False,False,False,90,50 Years,,UNKNOWN,2018-05-01,Centro Hospitalar Lisboa Ocidental,Aromatase Inhibitors,"Hormone Dependent Neoplasms, Breast Cancer Female",HOrmone Therapy Immediately After Histological Diagnosis of Breast Cancer
NCT03874325,aromatase_inhibitor,,False,False,False,True,17,18 Years,,TERMINATED,2019-04-26,H. Lee Moffitt Cancer Center and Researc,"Durvalumab, Anastrozole 1mg, Letrozole 2.5mg, Exemestane 25 MG","Breast Cancer, Hormone Receptor Positive Tumor",Aromatase Inhibitor and Durvalumab in Postmenopausal Breast Cancer
NCT01797718,aromatase_inhibitor,,False,True,False,False,35,14 Years,17 Years,COMPLETED,2013-10,Helsinki University Central Hospital,"Testosterone, Letrozole",Constitutional Delay of Growth and Puberty,Constitutional Delay of Growth and Puberty: Towards Evidence-based Treatment
NCT05816655,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,202,19 Years,80 Years,RECRUITING,2023-05-31,Korea University Guro Hospital,"Fulvestrant plus AI plus ribociclib, AI plus ribociclib",Metastatic Breast Cancer,Comparison of Clinical Efficacy Between Letrozole + Ribociclib and Fulvestrant + Letrozole + Ribociclib in Hormone Recep
NCT02703649,aromatase_inhibitor,,False,False,False,False,36,18 Years,40 Years,COMPLETED,2016-03,"Mount Sinai Hospital, Canada",Letrozole,Anovulation,Administration of Single High Dose Letrozole for Ovulation Induction
NCT05800197,aromatase_inhibitor|estrogen_blockade|gnrh_analogue,,False,False,False,False,300,18 Years,,UNKNOWN,2014-04-15,Blokhin's Russian Cancer Research Center,"Tamoxifen 20mg, Anastrozole 1mg, Letrozole 2.5mg, Goserelin, Triptorelin","Breast Cancer, Neoadjuvant Endocrine Therapy",Neoadjuvant Endocrine Therapy in Breast Cancer. Real Clinical Practice in Russia
NCT06405243,aromatase_inhibitor,,False,False,False,False,100,20 Years,40 Years,UNKNOWN,2024-06-30,Beni-Suef University,"Myoinositol, Chromium, l-arginine, Letrozole 2.5mg",Polycystic Ovary Syndrome,"Myoinositol, L-arginine and Chromium With Letrozole for Ovulation Induction in Polycystic Ovarian Syndrome Patients"
NCT00237198,aromatase_inhibitor,,False,False,False,False,47,20 Years,79 Years,COMPLETED,2004-03,Novartis Pharmaceuticals,Letrozole,Postmenopausal Women With Advanced Breast Cancer,Study of Safety and Efficacy of Letrozole Monotherapy as Second-line Endocrine Therapy in Postmenopausal Patients With A
NCT02401425,aromatase_inhibitor,,False,False,False,False,423,18 Years,,COMPLETED,2015-03,Ain Shams University,"Letrozole, Misoprostol, Placebo",Complete Miscarriage,Use of Letrozole Pretreatment With Misoprostol for First-Trimester Medical Abortion
NCT02939898,aromatase_inhibitor,,False,False,False,False,33,18 Years,40 Years,COMPLETED,2016-08,Sven O. Skouby,"Placebo, Letrozole",Infertility,Mapping the Endocrine Determinants of Ovarian Stimulation to Optimize Outcomes in Fresh Embryo Transfer Cycles
NCT01430585,aromatase_inhibitor,,False,False,False,True,14,18 Years,,TERMINATED,2012-03,Pfizer,"PF-04691502, PF-04691502 in combination with Letrozole, Letrozole","Early Breast Cancer (Phase 2), Advanced Breast Cancer (Phase 1b)",Pre-Operative Study of PF-4691502 With Letrozole Compared To Letrozole Alone In Patients With Early Breast Cancer
NCT01669343,aromatase_inhibitor,,False,True,False,True,121,,,COMPLETED,2012-10,"Samuel Lunenfeld Research Institute, Mou",Letrozole,Breast Neoplasms,Aromatase Inhibitor Host Factors Study
NCT04293393,aromatase_inhibitor|gnrh_analogue,,False,False,False,True,200,18 Years,,ACTIVE_NOT_RECRUITING,2020-10-02,Spanish Breast Cancer Research Group,"Doxorubicin, Cyclophosphamide, Taxane, Letrozole, Abemaciclib, LHRH Analogue",Early Breast Cancer,Neoadjuvant Study Chemotherapy vs Letrozole + Abemaciclib in HR+/HER2- High/Intermediate Risk Breast Cancer Patients
NCT05190094,aromatase_inhibitor,,False,False,False,False,80,18 Years,,RECRUITING,2022-12-20,"International Cancer Research Group, Uni",Combination of Palbociclib and aromatase inhibitor (Letrozole or Anastrozole),"Hormonal Receptors Positive, HER2 Negative, Advanced Breast Cancer",Prediction of Treatment Efficacy of the Combination of Palbociclib/(Letrozole or Anastrozole) in First Line Metastatic W
NCT03625531,aromatase_inhibitor,,False,False,False,False,1103,20 Years,40 Years,COMPLETED,2018-08-13,Hongxia Ma,"Acupuncture, Letrozole, Placebo letrozole",Polycystic Ovary Syndrome,"A Trial of Personalized Acupuncture, Fixed Acupuncture, Letrozole and Placebo on Live Birth in Women With PCOS"
NCT07349069,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,5500,18 Years,75 Years,RECRUITING,2026-03-04,"Shandong Suncadia Medicine Co., Ltd.","HRS-8080 Tablets, Letrozole tablets, Tamoxifen Citrate Tablets, Anastrozole Tablets, Exemestane tablets",Breast Cancer,A Phase III Trial Comparing HRS-8080 With Standard Endocrine Therapy in Patients With Intermediate or High Risk Early Br
NCT01334762,aromatase_inhibitor,,False,False,False,False,136,20 Years,36 Years,COMPLETED,2007-05,Mansoura University,"Letrozole/IUI, CC/IUI",Endometriosis,Efficacy of Letrozole and CC Alone in an IUI Program in Cases With Surgically Treated Minimal to Mild Endometriosis
NCT00762294,aromatase_inhibitor,,False,False,False,False,25,40 Years,,COMPLETED,2007-05,UConn Health,,Breast Cancer,Anastrozole and Letrozole
NCT07716046,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,240,18 Years,,NOT_YET_RECRUITING,2026-10-01,Fudan University,"Fulvestaciclib, Trastuzumab, Pertuzumab, Fulvestrant, Letrozole, Anastrozole, Taxane","Breast Cancer, HER2-positive Breast Cancer, Hormone Receptor-positive ",Fulvestaciclib Combined With Anti-HER2 and Endocrine Therapy for HR+/HER2+ Advanced Breast Cancer
NCT05297617,aromatase_inhibitor,,False,False,False,False,696,51 Years,,RECRUITING,2022-10-12,UNICANCER,Anti-aromatase inhibitor,Breast Cancer,Deescalation of Endocrine Therapy Duration in Women With HR+ HER2- Breast Cancer at Very Low Risk
NCT01926210,,,False,False,False,False,500,20 Years,45 Years,UNKNOWN,2013-09,Huang Rui,"mild stimulation protocol, controlled ovarian stimulation",Infertility,Comparison of Ovarian Mild Stimulation and Controlled Ovarian Stimulation in Poor Ovarian Responders
NCT02293668,aromatase_inhibitor,,False,False,False,False,95,18 Years,42 Years,COMPLETED,2014-11,Istanbul University,"FSH 225IU and hMG 225IU, FSH 150IU and hMG 150IU, Letrozole 5mg and hMG 150IU",Infertility,Outcome of Three Controlled Ovarian Hyperstimulation Protocols in Poor Responding Infertility Patients
NCT01896050,aromatase_inhibitor|estrogen_blockade,,False,False,False,True,115,18 Years,,COMPLETED,2009-09,University of Michigan Rogel Cancer Cent,"anastrozole, letrozole, exemestane, Tamoxifen","Breast Cancer, Arthralgia, Obesity","Loss of Grip Strength, BMI, and Adjuvant Endocrine Therapy Breast Cancer"
NCT02918084,aromatase_inhibitor,,False,False,False,False,1000,18 Years,,ACTIVE_NOT_RECRUITING,2013-06,IRCCS Azienda Ospedaliera Universitaria ,"Anastrozole or Letrozole or Exemestane, Anastrozole or Letrozole or Exemestane",Breast Cancer,CONcurrent vs SEqueNTial Adjuvant Treatments in Early Breast Cancer
NCT05164952,aromatase_inhibitor,,False,False,False,False,50,45 Years,80 Years,UNKNOWN,2021-09-30,Assiut University,Zoledronic Acid 4 MG,Use of Zoledronic Acid in Breast Cancer,Delayed Versus Immediate Use Of Zoledronic Acid For Postmenopausal Patients With Early Breast Cancer Who Are Using Adjuv
NCT03628625,aromatase_inhibitor,,False,False,False,False,80,18 Years,,UNKNOWN,2018-09-10,Ain Shams Maternity Hospital,"Letrozole 2.5mg, Placebo, Misoprostol","Miscarriage, Missed Abortion",Letrozole Pretreatment With Misoprostol fInduction of Abortion In First-Trimester Missed Miscarriage
NCT00330317,aromatase_inhibitor,,False,False,False,False,300,18 Years,80 Years,COMPLETED,2006-02,Novartis Pharmaceuticals,letrozole,Breast Cancer,Safety and Efficacy of Hormone Therapy With Letrozole in Postmenopausal Women With Breast Cancer
NCT06181305,aromatase_inhibitor,,False,False,False,False,210,18 Years,37 Years,UNKNOWN,2024-02-24,Rahem Fertility Center,"estradiol valerate and letrozole, letrozole 2,5 mg tablet",IVF,Endometrial Preparation in Frozen Embryo Transfer Cycles
NCT05411380,,,False,False,False,False,73,18 Years,75 Years,UNKNOWN,2022-10-03,wang shusen,"Tucidinostat, Capecitabine, Endocrine Therapy",Breast Cancer,"Tucidinostat Combined With Metronomic Capecitabine and Endocrine Therapy for Advanced HR-positive, HER2-negative Breast "
NCT06447623,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,184,18 Years,75 Years,RECRUITING,2024-02-01,Fudan University,"Apatinib, CDK4/6 Inhibitor, Aromatase inhibitor and Fulvestrant","Advanced Breast Cancer, HR+/HER2- Breast Cancer",Apatinib Combined With cdk4/6i in First-line Treatment for HR+/HER2- SNF4 Subtype Breast Cancer
NCT07508657,aromatase_inhibitor,,False,False,False,False,690,18 Years,37 Years,NOT_YET_RECRUITING,2026-04,Kirstine Kirkegaard,Progesterone,Infertility,Progesterone Supplementation After Letrozole-stimulated Insemination
NCT00648063,aromatase_inhibitor,,False,False,False,False,24,40 Years,,COMPLETED,2005-11,Mylan Pharmaceuticals Inc,"Letrozole Tablets 2.5 mg, Femara® Tablets 2.5 mg",Healthy,Fasting Study of Letrozole Tablets 2.5 mg and Femara® Tablets 2.5 mg
NCT07296614,,,False,False,False,False,320,22 Years,39 Years,NOT_YET_RECRUITING,2025-12-25,Peking Union Medical College Hospital,"Western Medicine, Traditional Chinese Medicine, Placebo","Diminished Ovarian Reserve (DOR), Infertility",Clinical Evaluation of Integrated Chinese-Western Medicine for Infertility With DOR Patients in Women Achieving Natural 
NCT01780610,aromatase_inhibitor,,False,False,False,False,670,18 Years,40 Years,UNKNOWN,2012-01,Sun Yat-Sen Memorial Hospital of Sun Yat,"Letrozole and human chorionic gonadotrophin, estradiol and progesterone",Infertility,The Effects of Two Endometrium Preparation Protocols in Frozen-thawed Embryo Transfer in Women With Irregular Cycles
NCT06145308,estrogen_blockade|gnrh_analogue,,False,False,False,False,39,18 Years,100 Years,RECRUITING,2023-08-15,Peking Union Medical College,"Cohort 1 (HER2-positive, RC48-ADC), Cohort 2 (NTRK-fusion or NTRK-mutant), Cohort 3 (AR-positive, leuprolide + bicalutam","Salivary Gland Carcinoma, Precision Therapy",Precision Treatment of Recurrent/Metastatic Salivary Gland Carcinoma Guided by Molecular Typing
NCT00651976,aromatase_inhibitor,,False,False,False,False,213,18 Years,,TERMINATED,2008-03,Vanderbilt-Ingram Cancer Center,"letrozole, Blood Collection, biopsy/lumpectomy/mastectomy",Breast Cancer,"Letrozole in Treating Postmenopausal Women With Stage I, II or III Breast Cancer That Can Be Removed by Surgery"
NCT02344550,aromatase_inhibitor|gnrh_analogue,,False,False,False,False,137,20 Years,,COMPLETED,2014-01,Asan Medical Center,"Everolimus(afinitor), Letrozole, Leuprolide(Lorelin Depot)",Metastatic Breast Cancer,Study of GnRH-A [Leuprorelin(Lorelin Depot] Plus Leterozole +/- Everolimus for Premenopausal Women With Metastatic Breas
NCT01439711,aromatase_inhibitor,,False,False,False,True,108,18 Years,,COMPLETED,2012-02,Alliance for Clinical Trials in Oncology,"letrozole, MRI, conventional surgery",Breast Cancer,Letrozole in Treating Postmenopausal Women With Ductal Carcinoma in Situ
