gene,pct_donor1,pct_donor2,pct_donor3,pct_donor4,n_donors_detected
MKNK2,30.56,32.35,22.48,28.20,4
MOB3A,20.60,24.56,5.16,8.36,4
IZUMO4,0.72,0.84,2.00,2.09,2
AP3D1,28.25,22.79,47.54,21.41,4
DOT1L,19.49,11.18,15.30,10.18,4
AC004490.1,0.00,0.13,0.10,0.26,0
PLEKHJ1,5.31,11.80,32.48,16.19,4
SF3A2,6.99,12.04,24.06,14.88,4
AMH,0.26,0.10,1.36,0.00,1
JSRP1,1.08,3.43,0.12,0.78,2
OAZ1,30.78,70.16,90.87,66.06,4
PEAK3,0.94,4.25,0.35,0.26,1
LINGO3,0.00,0.14,0.00,0.00,0
AC104530.1,1.08,1.89,0.07,0.78,2
AC005258.2,0.06,0.01,0.00,0.00,0
LSM7,12.01,30.11,74.87,34.20,4
SPPL2B,12.48,12.49,42.25,16.45,4
TMPRSS9,3.08,6.13,0.43,1.04,3
TIMM13,5.19,12.90,53.75,32.90,4
LMNB2,5.59,4.62,19.39,7.05,4
LINC01775,0.26,0.10,0.03,0.00,0
GADD45B,34.20,53.64,68.16,49.09,4
GNG7,27.84,29.42,4.40,8.09,4
AC092068.2,1.49,0.97,2.16,1.04,3
AC092068.1,0.09,0.27,0.02,0.00,0
AC092068.3,1.51,0.68,0.18,1.04,2
AC006538.3,0.26,0.09,0.00,0.00,0
DIRAS1,0.42,0.60,0.54,1.31,1
AC006538.4,0.00,0.01,0.00,0.00,0
AC006538.1,0.11,0.18,0.21,0.26,0
SLC39A3,2.30,5.03,19.37,10.18,4
SGTA,11.67,12.01,53.45,19.84,4
THOP1,5.65,4.81,21.78,6.79,4
ZNF554,2.06,2.04,2.71,3.39,4
ZNF555,4.82,3.37,3.80,4.70,4
AC006130.1,0.06,0.18,0.00,0.00,0
AC006130.3,0.11,0.09,0.03,0.26,0
ZNF556,0.74,0.64,0.30,1.57,1
ZNF57,0.98,1.05,1.17,1.57,3
AC119403.1,2.12,2.19,0.63,1.04,3
ZNF77,1.40,2.10,1.44,1.31,4
TLE6,0.43,0.35,0.25,1.31,1
TLE2,3.44,2.96,1.36,7.57,4
AC005944.1,0.09,0.35,0.09,4.18,1
TLE5,15.17,48.01,38.60,40.47,4
GNA11,10.75,5.75,46.41,24.80,4
KF456478.1,0.09,0.09,0.01,0.00,0
GNA15,6.35,5.00,0.21,1.04,3
AC005264.1,0.66,1.29,0.01,0.26,1
S1PR4,1.40,5.62,0.08,4.44,3
NCLN,9.16,9.03,41.89,14.62,4
CELF5,1.02,0.64,0.07,0.52,1
AC010649.1,0.09,0.06,0.01,0.00,0
NFIC,42.25,28.22,67.99,43.86,4
SMIM24,0.08,0.41,0.10,0.26,0
DOHH,2.36,3.98,13.77,7.31,4
FZR1,7.65,8.31,15.85,9.92,4
MFSD12,12.60,12.50,20.05,8.62,4
C19orf71,1.30,1.36,0.42,0.00,2
AC005786.3,3.29,4.19,0.00,0.00,2
AC005786.2,0.15,0.06,0.02,0.00,0
HMG20B,6.70,10.93,30.92,19.32,4
GIPC3,0.38,0.64,0.32,2.61,1
TBXA2R,0.62,0.88,0.44,2.35,1
CACTIN-AS1,0.09,0.09,0.01,0.00,0
CACTIN,2.29,3.49,8.28,5.74,4
PIP5K1C,15.49,10.70,13.13,10.44,4
AC004637.1,0.04,0.01,0.13,0.00,0
TJP3,0.49,1.05,0.00,0.26,1
APBA3,3.14,4.13,6.74,5.74,4
AC005954.2,0.06,0.08,0.01,0.26,0
AC005954.1,0.04,0.02,0.00,0.00,0
MRPL54,3.27,13.74,32.95,16.97,4
RAX2,0.06,0.08,0.00,0.00,0
MATK,4.93,16.94,0.19,3.13,3
ZFR2,0.89,1.78,0.07,0.52,1
ATCAY,0.26,0.51,0.09,0.26,0
NMRK2,0.23,0.29,0.00,0.00,0
DAPK3,11.09,8.45,17.29,6.27,4
EEF2,44.82,70.09,97.66,74.41,4
PIAS4,6.01,6.30,18.04,13.32,4
ZBTB7A,34.52,32.56,37.93,33.42,4
AC016586.1,0.02,0.09,0.07,0.26,0
MAP2K2,14.49,24.68,51.78,24.28,4
CREB3L3,0.09,0.36,0.00,0.00,0
SIRT6,2.34,4.60,7.52,5.22,4
ANKRD24,1.76,0.93,0.65,0.00,1
EBI3,1.06,3.59,0.14,0.26,2
YJU2,4.61,7.13,7.59,5.74,4
SHD,0.42,0.82,0.02,0.00,0
TMIGD2,0.94,5.28,0.00,1.31,2
FSD1,0.79,1.38,0.13,0.52,1
STAP2,1.44,1.80,1.18,1.83,4
AC104521.1,0.11,0.23,0.00,0.00,0
MPND,2.49,5.65,7.87,3.39,4
AC007292.3,4.53,4.34,0.26,0.26,2
AC007292.2,1.49,0.58,0.81,0.26,1
SH3GL1,24.04,19.07,47.56,27.15,4
AC007292.1,0.08,0.29,0.25,0.26,0
CHAF1A,8.59,7.64,5.42,2.87,4
AC011498.3,0.13,0.38,0.04,0.00,0
UBXN6,7.48,11.58,50.66,25.07,4
AC011498.2,0.02,0.01,0.01,0.00,0
AC011498.6,0.15,0.23,0.19,0.00,0
AC011498.1,2.15,2.11,0.59,1.04,3
HDGFL2,7.82,10.19,26.80,16.19,4
PLIN4,0.36,0.40,0.13,0.26,0
PLIN5,1.27,1.08,0.38,2.61,3
LRG1,0.76,0.64,0.10,0.52,0
SEMA6B,3.17,1.77,0.54,5.74,3
TNFAIP8L1,5.33,6.68,1.31,7.83,4
MYDGF,17.47,25.36,79.03,34.46,4
AC005339.1,0.13,0.07,1.09,0.26,1
DPP9,13.96,17.03,16.56,12.79,4
DPP9-AS1,0.28,0.77,0.00,0.00,0
AC005594.1,0.02,0.03,0.00,0.00,0
MIR7-3HG,0.23,0.25,0.01,0.00,0
AC005523.1,0.34,0.27,0.18,0.00,0
FEM1A,5.12,5.02,11.53,8.09,4
AC005523.2,0.77,2.73,2.63,2.87,3
TICAM1,5.02,4.65,2.63,2.87,4
AC027319.1,0.02,0.19,0.13,0.26,0
PLIN3,14.39,12.28,48.93,21.41,4
ARRDC5,4.95,7.48,0.01,0.52,2
UHRF1,4.40,4.36,10.94,2.61,4
KDM4B,53.28,34.95,31.79,19.32,4
PTPRS,22.00,19.77,3.53,6.53,4
AC022517.1,0.19,0.14,0.05,0.00,0
AC005790.1,0.00,0.04,0.04,0.78,0
TINCR,3.55,3.62,0.27,0.78,2
SAFB2,41.76,30.45,30.95,21.67,4
SAFB,36.71,28.35,36.09,21.41,4
RPL36,52.48,90.42,98.50,85.12,4
MICOS13,6.93,16.56,64.18,27.68,4
HSD11B1L,0.79,1.11,7.12,4.44,3
LONP1,12.05,12.83,25.69,10.18,4
CATSPERD,1.15,1.46,0.02,0.00,2
PRR22,0.25,0.53,1.28,0.52,1
DUS3L,2.51,4.07,5.38,4.70,4
NRTN,0.26,0.85,1.58,1.31,2
FUT6,0.19,0.33,0.04,0.00,0
FUT3,0.25,0.33,0.08,0.00,0
AC024592.2,0.04,0.11,0.01,0.00,0
FUT5,0.09,0.19,0.01,0.00,0
NDUFA11,13.54,34.06,80.87,46.74,4
AC024592.1,0.02,0.06,0.01,0.00,0
VMAC,2.66,4.44,7.99,5.74,4
AC104532.2,1.78,4.47,1.58,0.78,3
CAPS,4.66,5.38,20.10,7.83,4
RANBP3,17.51,14.15,11.78,11.75,4
AC011444.1,1.53,1.05,0.18,0.00,2
RFX2,25.10,6.92,3.26,3.39,4
AC011444.2,1.85,0.56,0.01,0.52,1
AC011444.3,1.25,0.26,0.00,0.00,1
ACSBG2,0.85,0.64,0.00,0.00,0
MLLT1,12.35,11.13,26.48,23.50,4
AC011471.2,0.15,0.29,0.15,0.26,0
ACER1,2.61,1.39,0.61,0.26,2
AC011491.3,1.87,1.22,0.01,0.00,2
CLPP,4.14,10.47,30.48,15.14,4
ALKBH7,5.12,17.12,51.49,29.77,4
PSPN,0.79,0.91,4.17,1.83,2
GTF2F1,8.10,10.68,28.11,19.58,4
AC011491.2,0.02,0.02,0.03,0.00,0
KHSRP,16.28,16.18,44.97,25.85,4
SLC25A41,0.47,0.11,0.50,0.00,0
SLC25A23,2.46,3.64,6.37,8.09,4
CRB3,0.11,0.77,0.10,0.00,0
DENND1C,3.93,13.81,0.02,1.57,3
AC010503.4,0.06,0.27,0.01,0.00,0
TUBB4A,0.06,0.36,0.01,0.26,0
TNFSF9,2.83,4.11,1.17,1.83,4
CD70,1.21,2.99,0.02,0.00,2
TNFSF14,4.17,8.00,0.07,0.78,2
C3,1.28,2.04,0.15,0.52,2
AC008760.2,0.06,0.04,0.01,0.00,0
GPR108,4.27,9.44,17.59,12.01,4
TRIP10,7.48,5.02,10.25,14.62,4
AC008760.1,0.21,0.19,0.04,0.00,0
SH2D3A,2.64,3.11,0.79,1.31,3
VAV1,17.11,26.98,0.12,1.83,3
ADGRE1,0.87,1.51,0.00,0.00,1
AC025278.1,0.00,0.02,0.00,0.00,0
MBD3L3,0.00,0.01,0.00,0.00,0
ZNF557,6.53,7.21,6.81,5.22,4
INSR,45.04,32.38,44.64,30.03,4
AC119396.1,3.81,13.04,0.00,0.26,2
AC119396.2,0.70,2.29,0.10,0.78,1
ARHGEF18,25.31,29.11,8.57,9.14,4
PEX11G,1.27,3.65,3.74,2.09,4
TEX45,0.45,0.93,0.01,0.26,0
ZNF358,7.08,9.70,33.58,25.33,4
AC008878.4,0.00,0.01,0.00,0.00,0
MCOLN1,5.14,7.87,9.99,9.92,4
PNPLA6,9.52,11.27,14.73,6.79,4
CAMSAP3,0.23,0.83,0.12,0.00,0
XAB2,4.02,7.17,16.22,10.18,4
PET100,7.54,25.04,57.90,43.34,4
PCP2,0.08,0.30,0.08,0.00,0
AC008763.1,0.11,0.11,0.00,0.00,0
STXBP2,3.00,11.66,5.22,3.13,4
RETN,0.06,0.15,0.01,0.26,0
MCEMP1,0.06,0.07,0.00,0.00,0
TRAPPC5,6.21,20.42,57.27,33.16,4
FCER2,1.23,3.19,0.05,0.26,2
CLEC4G,0.04,0.20,0.00,0.26,0
CD209,0.85,2.82,0.16,0.78,1
CLEC4M,0.00,0.03,0.02,0.00,0
EVI5L,6.63,5.52,7.79,4.96,4
PRR36,0.09,0.33,0.74,2.61,1
AC010336.3,0.00,0.04,0.00,0.00,0
LRRC8E,1.02,0.27,2.01,1.83,3
AC010336.1,0.53,0.20,0.59,0.26,0
MAP2K7,11.73,11.73,20.79,18.28,4
AC010336.4,0.00,0.03,0.00,0.00,0
TGFBR3L,0.32,1.06,0.46,2.61,2
AC010336.2,0.02,0.02,0.02,0.00,0
SNAPC2,0.87,3.57,6.42,5.74,3
CTXN1,0.19,0.05,0.38,2.09,1
AC010336.5,0.00,0.02,0.00,0.00,0
TIMM44,11.94,8.69,14.84,13.58,4
AC010336.8,1.70,1.80,0.64,1.04,3
ELAVL1,22.32,21.08,48.28,27.15,4
AC010336.6,0.11,0.23,0.04,1.04,1
AC008946.1,1.34,0.40,0.95,0.78,1
CCL25,0.11,0.32,0.25,0.00,0
FBN3,0.81,0.43,4.17,0.00,1
CERS4,15.37,16.05,13.65,3.39,4
AC022146.2,3.10,6.18,0.00,0.26,2
CD320,5.36,9.33,51.66,18.28,4
NDUFA7,4.17,11.48,44.77,21.41,4
RPS28,54.75,96.10,98.95,91.64,4
KANK3,4.87,5.00,0.59,6.79,3
ANGPTL4,5.99,5.16,3.17,4.96,4
RAB11B-AS1,4.36,2.94,6.89,4.96,4
RAB11B,6.89,16.58,38.15,24.28,4
MARCH2,6.18,9.69,5.52,7.57,4
AC136469.1,0.17,0.08,0.09,1.04,1
HNRNPM,45.50,46.50,67.55,47.26,4
PRAM1,3.19,4.88,0.87,0.26,2
ZNF414,2.98,6.48,16.20,9.40,4
MYO1F,18.41,36.82,0.72,5.22,3
AC092316.1,0.00,0.02,0.00,0.00,0
ADAMTS10,9.18,8.16,1.06,12.01,4
AC130469.1,0.15,0.54,0.00,0.00,0
LINC01862,0.26,0.57,0.00,0.00,0
OR2Z1,0.04,0.06,0.00,0.00,0
ZNF558,5.10,4.52,8.71,6.53,4
MBD3L1,0.70,0.22,0.00,0.00,0
AC008734.2,0.09,0.02,0.04,0.00,0
MUC16,0.09,0.13,0.00,0.00,0
OR1M1,0.02,0.01,0.00,0.00,0
OR7G2,0.00,0.01,0.00,0.00,0
ZNF317,6.93,7.05,8.89,7.83,4
OR7D2,0.26,0.30,0.09,0.26,0
OR7D4,0.08,0.02,0.01,0.00,0
ZNF699,4.99,4.37,3.34,3.13,4
AC011451.1,0.00,0.19,0.01,0.00,0
ZNF559,9.99,11.04,8.81,10.97,4
ZNF177,1.96,2.66,2.06,3.39,4
AC011451.3,0.74,0.70,0.39,0.26,0
ZNF266,16.36,18.75,12.17,9.92,4
AC011451.4,0.02,0.01,0.12,0.26,0
ZNF560,0.11,0.10,0.02,0.00,0
AC008567.2,0.04,0.10,0.00,0.00,0
AC008567.3,0.11,0.11,0.30,0.00,0
ZNF426,7.04,7.45,13.03,9.14,4
ZNF426-DT,0.00,0.16,0.38,0.52,0
ZNF121,14.67,11.69,15.50,16.71,4
ZNF561,5.38,6.28,10.35,7.57,4
ZNF561-AS1,6.59,5.67,7.56,6.27,4
ZNF562,16.36,14.11,15.43,16.19,4
AC008759.3,0.13,1.07,0.07,0.00,1
AC008759.2,0.09,0.15,0.00,0.00,0
ZNF846,21.30,17.46,4.05,3.66,4
AC008752.1,0.98,0.51,0.04,0.00,0
FBXL12,9.29,7.30,14.84,7.83,4
UBL5,9.88,37.70,75.50,46.21,4
AC008752.2,0.00,0.05,0.00,0.00,0
PIN1,4.97,12.94,27.41,19.06,4
OLFM2,4.10,3.35,0.34,0.78,2
COL5A3,6.35,4.19,3.46,10.70,4
AC008742.1,0.04,0.09,0.01,0.52,0
RDH8,0.02,0.02,0.03,0.00,0
SHFL,4.44,18.15,6.04,14.62,4
AC020931.1,0.02,0.05,0.01,0.00,0
ANGPTL6,0.28,0.60,0.36,0.26,0
PPAN,5.53,7.12,14.44,8.09,4
P2RY11,4.00,4.48,2.81,0.78,3
EIF3G,10.58,36.87,59.10,36.81,4
DNMT1,20.42,23.62,24.04,16.45,4
S1PR2,1.19,1.70,5.73,2.09,4
MRPL4,4.63,8.86,29.58,15.67,4
AC011511.2,4.06,8.38,0.00,0.00,2
AC011511.3,0.00,0.02,0.02,0.26,0
ICAM1,14.84,16.60,9.49,8.09,4
AC011511.5,0.23,1.10,0.15,0.78,1
ICAM4,2.87,4.45,1.13,1.31,4
ICAM5,0.59,1.29,0.58,0.26,1
ZGLP1,1.11,1.48,2.02,1.04,4
FDX2,2.83,4.91,12.65,6.01,4
RAVER1,6.67,7.71,25.78,9.92,4
AC114271.1,0.04,0.21,1.37,0.26,1
ICAM3,5.10,24.60,16.80,9.66,4
TYK2,11.77,14.48,15.18,11.49,4
CDC37,28.18,38.48,59.78,39.95,4
PDE4A,27.16,25.97,22.85,11.75,4
KEAP1,5.25,7.40,19.16,13.32,4
AC011461.1,0.11,0.03,0.02,0.00,0
S1PR5,1.19,3.02,0.00,1.31,3
ATG4D,2.74,5.36,7.05,2.61,4
KRI1,8.23,10.40,11.59,13.05,4
CDKN2D,2.74,11.35,10.86,10.70,4
AP1M2,0.15,0.15,2.69,0.78,1
SLC44A2,39.06,33.11,86.06,47.26,4
ILF3-DT,10.93,16.99,13.54,12.53,4
ILF3,43.98,39.51,71.33,36.29,4
QTRT1,6.48,9.40,22.25,12.01,4
DNM2,42.15,40.40,20.76,16.71,4
TMED1,2.63,5.41,35.81,14.10,4
C19orf38,6.91,7.80,14.32,4.18,4
CARM1,14.05,10.56,39.36,15.40,4
YIPF2,10.92,9.95,66.22,22.72,4
TIMM29,4.83,4.73,8.97,7.05,4
SMARCA4,35.41,25.58,37.81,16.19,4
AC011442.1,0.17,0.38,0.00,0.00,0
LDLR,31.95,12.60,68.02,15.67,4
SPC24,2.12,1.08,2.97,0.78,3
KANK2,15.05,8.92,10.03,26.63,4
DOCK6,11.26,6.89,5.15,14.10,4
AC011472.1,1.21,0.63,0.08,0.00,1
AC011472.4,0.23,0.10,0.26,0.26,0
ANGPTL8,0.06,0.09,0.15,0.00,0
TSPAN16,0.06,0.40,0.05,0.00,0
AC011472.2,1.10,1.14,0.04,0.26,2
RAB3D,2.63,3.91,2.40,6.79,4
AC011472.3,0.04,0.12,0.01,0.00,0
TMEM205,2.98,9.54,22.91,23.24,4
CCDC159,4.89,5.72,11.03,5.48,4
PLPPR2,4.46,3.86,41.76,13.05,4
AC024575.1,0.94,0.51,0.09,0.00,0
SWSAP1,1.30,2.71,2.15,1.83,4
EPOR,1.83,4.72,2.44,9.66,4
RGL3,8.16,4.69,2.68,6.01,4
CCDC151,0.53,1.20,0.95,2.87,2
PRKCSH,13.79,25.01,72.73,34.20,4
ELAVL3,1.02,1.15,0.29,0.00,2
ZNF653,3.34,2.70,3.05,1.83,4
ECSIT,6.10,6.54,14.26,11.49,4
CNN1,1.55,0.88,0.20,1.31,2
ELOF1,2.87,8.59,21.78,10.97,4
ZNF627,8.35,6.08,2.14,3.66,4
ACP5,1.81,7.67,0.48,3.39,3
AC008543.1,1.47,0.91,0.19,1.31,2
ZNF823,2.89,2.77,1.36,1.04,4
AC008543.3,0.09,0.03,0.01,0.00,0
ZNF441,4.89,6.48,3.88,6.53,4
AC008543.5,0.02,0.04,0.08,0.26,0
ZNF491,3.49,1.67,2.42,0.78,3
ZNF440,9.22,7.22,3.99,4.70,4
AC008543.4,0.00,0.02,0.00,0.00,0
ZNF439,12.03,9.23,12.69,5.48,4
ZNF69,17.15,7.53,7.81,3.66,4
ZNF700,22.49,20.25,13.67,10.70,4
AC008770.3,1.55,1.05,0.10,0.00,2
ZNF763,3.97,4.54,3.05,3.39,4
ZNF433-AS1,18.85,15.10,3.96,6.79,4
ZNF433,6.52,3.28,2.62,2.09,4
ZNF878,2.93,0.50,2.40,0.52,2
ZNF844,12.48,9.89,7.35,10.70,4
ZNF20,3.17,2.56,4.38,3.66,4
ZNF625,5.16,4.20,4.16,7.57,4
ZNF136,8.44,8.06,8.92,9.66,4
ZNF44,23.23,23.65,8.12,7.31,4
ZNF563,2.38,1.89,2.69,1.31,4
ZNF442,3.08,1.59,1.10,1.04,4
ZNF799,1.95,2.21,1.74,3.13,4
ZNF443,2.13,1.43,1.34,1.83,4
AC008758.2,0.23,0.52,0.00,0.00,0
ZNF709,7.89,7.36,3.12,4.44,4
ZNF564,9.16,8.04,5.69,8.36,4
AC010422.4,0.13,0.04,0.08,0.00,0
AC010422.1,0.09,0.18,0.04,0.26,0
ZNF490,11.86,16.03,4.03,3.66,4
ZNF791,20.53,20.17,27.61,23.50,4
MAN2B1,11.60,22.23,24.18,16.19,4
WDR83,3.12,5.01,11.27,7.83,4
WDR83OS,6.84,25.58,64.31,38.64,4
AC010422.7,0.11,0.11,0.07,0.52,0
DHPS,3.27,9.88,17.88,10.44,4
AC010422.2,0.89,0.44,0.33,0.00,0
GNG14,0.00,0.00,0.01,0.00,0
FBXW9,1.51,1.14,9.31,2.87,4
AC018761.4,0.00,0.00,0.02,0.00,0
TNPO2,12.90,10.78,25.75,15.93,4
AC018761.1,0.02,0.09,0.00,0.00,0
TRIR,16.13,38.22,66.67,42.30,4
GET3,3.15,6.74,19.80,14.36,4
BEST2,0.13,0.14,0.19,0.00,0
HOOK2,25.12,25.42,20.66,12.01,4
AC018761.3,0.00,0.02,0.03,0.00,0
JUNB,45.53,67.61,96.28,77.28,4
PRDX2,5.21,18.84,59.93,34.73,4
AC018761.2,1.36,1.20,0.10,0.00,2
THSD8,3.89,4.41,0.04,0.00,2
RNASEH2A,2.00,1.87,1.16,0.26,3
RTBDN,0.00,0.02,0.05,0.00,0
AC020934.1,0.62,0.29,0.00,0.00,0
MAST1,0.51,0.87,0.23,0.00,0
DNASE2,3.23,5.88,26.49,13.05,4
AC020934.2,0.02,0.02,0.00,0.00,0
KLF1,0.09,0.29,0.01,0.00,0
GCDH,10.88,11.08,11.91,7.83,4
SYCE2,2.80,4.63,1.05,0.00,3
FARSA,5.44,7.10,23.08,11.49,4
FARSA-AS1,0.04,0.05,0.02,0.00,0
CALR,28.95,43.47,91.54,53.79,4
AC092069.1,1.23,2.97,4.09,9.14,4
RAD23A,13.69,21.89,52.56,24.80,4
GADD45GIP1,4.80,15.12,51.27,28.98,4
DAND5,0.45,0.73,0.09,0.00,0
NFIX,32.84,14.48,83.38,38.38,4
AC138474.1,0.23,0.13,0.27,0.26,0
AC007787.1,0.00,0.02,0.01,0.00,0
LYL1,1.32,6.33,0.59,5.74,3
TRMT1,3.91,7.47,7.27,7.57,4
NACC1,6.55,5.48,14.99,6.53,4
AC005546.1,0.04,0.07,0.05,0.26,0
AC011446.1,0.09,0.09,0.04,0.26,0
STX10,2.27,7.53,14.34,12.27,4
IER2,25.46,51.74,20.03,40.21,4
AC011446.3,0.04,0.12,0.03,0.00,0
AC011446.2,0.11,0.23,0.04,0.78,0
CACNA1A,7.82,5.03,0.88,9.66,3
CCDC130,14.49,13.74,11.91,8.09,4
MRI1,5.97,7.75,8.80,8.88,4
AC008686.1,0.11,0.58,0.11,1.04,1
C19orf53,3.36,20.74,44.32,30.03,4
ZSWIM4,7.42,6.81,2.44,3.66,4
AC020916.2,0.04,0.04,0.01,0.00,0
AC020916.1,47.35,24.98,76.61,45.69,4
NANOS3,2.25,0.41,0.97,0.52,1
C19orf57,1.00,0.65,1.46,2.61,3
CC2D1A,5.53,6.45,11.05,8.36,4
PODNL1,3.02,2.10,8.14,6.01,4
DCAF15,3.15,8.33,6.33,5.74,4
RFX1,26.29,15.34,21.79,16.45,4
AC022098.4,0.13,0.12,0.44,0.00,0
RLN3,0.08,0.12,0.01,0.26,0
AC022098.2,0.00,0.09,0.00,0.00,0
IL27RA,9.82,13.14,2.04,3.66,4
PALM3,0.30,0.27,0.21,0.26,0
MISP3,0.26,0.85,3.39,1.57,2
C19orf67,0.42,0.22,0.04,0.00,0
SAMD1,5.19,5.88,7.80,9.14,4
PRKACA,9.16,11.41,18.55,21.93,4
AC022098.3,0.08,0.17,0.12,0.00,0
ASF1B,2.95,2.29,3.96,0.52,3
AC022098.1,5.29,4.96,0.89,2.09,3
ADGRL1,9.48,6.78,7.25,7.57,4
AC011509.3,0.06,0.05,0.03,0.00,0
AC011509.2,1.00,1.46,0.00,0.00,2
AC011509.1,0.00,0.00,0.01,0.26,0
LINC01841,2.38,3.08,0.00,0.00,2
LINC01842,0.21,0.25,0.09,0.26,0
ADGRE5,28.16,39.11,14.99,18.02,4
AC008569.1,2.02,7.00,0.00,0.00,2
DDX39A,8.35,12.80,18.90,6.79,4
PKN1,11.88,26.90,14.78,19.32,4
AC008569.2,0.87,0.92,0.30,0.78,0
PTGER1,0.23,0.19,0.50,0.00,0
GIPC1,14.43,16.95,28.24,15.93,4
DNAJB1,71.29,89.20,95.94,50.39,4
TECR,27.97,44.24,65.68,31.85,4
NDUFB7,11.01,25.01,75.87,46.21,4
CLEC17A,1.59,2.70,0.01,0.00,2
ADGRE3,0.40,1.26,0.03,0.00,1
ZNF333,9.71,7.40,6.18,8.09,4
ADGRE2,5.80,7.57,0.27,0.78,2
OR7C1,0.23,0.19,0.03,0.52,0
OR7A5,0.00,0.00,0.00,0.26,0
OR7A10,0.04,0.03,0.00,0.00,0
OR7A17,0.49,0.27,0.13,0.78,0
SLC1A6,0.09,0.06,0.01,0.52,0
CASP14,0.02,0.02,0.02,0.00,0
OR1I1,0.15,0.12,0.05,0.00,0
SYDE1,3.57,3.56,30.03,16.19,4
ILVBL,2.04,4.38,19.32,10.44,4
AC003956.1,0.08,0.04,0.05,0.00,0
NOTCH3,8.71,7.63,1.92,17.75,4
AC004257.1,1.06,0.33,0.02,0.26,1
EPHX3,0.68,0.92,0.08,0.00,0
BRD4,56.28,48.96,44.25,31.85,4
AC005776.2,0.38,0.14,0.02,0.00,0
AKAP8,16.22,14.82,14.16,11.49,4
AC005785.1,0.15,0.09,0.16,0.00,0
AKAP8L,28.50,23.89,26.79,10.97,4
WIZ,3.91,5.50,21.28,12.79,4
RASAL3,6.72,19.26,0.18,6.01,3
PGLYRP2,0.28,1.18,0.00,0.00,1
CYP4F22,0.47,0.43,0.00,0.00,0
AC093072.1,0.02,0.00,0.00,0.00,0
CYP4F8,0.06,0.03,0.11,0.26,0
CYP4F3,0.26,0.11,0.23,0.00,0
CYP4F12,1.02,1.08,0.36,1.04,3
AC004597.1,0.02,0.05,0.01,0.00,0
OR10H5,0.13,0.07,0.02,0.26,0
OR10H1,0.11,0.09,0.03,1.04,1
LINC01764,0.36,0.29,0.03,0.00,0
UCA1,0.00,0.02,0.00,0.00,0
CYP4F2,0.00,0.01,0.00,0.00,0
CYP4F11,0.09,0.09,0.03,0.26,0
LINC00661,0.04,0.03,0.00,0.00,0
LINC00905,0.02,0.00,0.00,0.00,0
TPM4,43.80,34.35,67.36,48.04,4
AC008894.1,0.00,0.03,0.01,0.00,0
RAB8A,8.67,15.50,22.96,15.40,4
AC008894.2,0.26,0.76,0.02,0.26,0
HSH2D,6.69,23.23,0.15,2.09,3
CIB3,0.08,0.98,0.00,0.00,0
FAM32A,3.74,11.04,18.55,22.98,4
AC020911.1,0.21,0.49,0.00,0.00,0
AC020911.3,0.04,0.02,0.02,0.00,0
AP1M1,14.81,14.36,27.80,16.45,4
AC020911.2,10.63,6.44,2.96,7.31,4
KLF2,29.97,48.29,90.86,61.10,4
AC020917.3,0.62,0.71,0.26,0.26,0
EPS15L1,26.38,22.35,11.87,9.14,4
AC020917.2,0.04,0.25,0.01,0.00,0
CALR3,0.26,0.09,0.03,0.00,0
C19orf44,5.89,2.94,7.58,4.70,4
CHERP,11.99,11.50,21.03,12.27,4
AC008764.6,0.59,0.79,0.45,0.26,0
SLC35E1,24.00,15.12,50.93,25.33,4
AC008764.3,0.09,0.08,0.04,0.00,0
AC008764.5,0.00,0.01,0.00,0.00,0
AC008764.8,2.85,3.66,2.33,3.39,4
MED26,20.74,14.17,6.87,4.96,4
AC008764.7,1.89,1.35,1.77,0.26,3
AC008764.2,0.81,1.51,0.01,0.26,1
AC024075.3,0.43,1.53,0.02,0.00,1
SMIM7,20.57,26.61,46.03,31.07,4
AC024075.2,1.15,3.10,5.40,7.83,4
AC024075.1,1.68,1.53,1.03,3.92,4
TMEM38A,3.10,1.79,2.50,1.83,4
NWD1,0.81,0.54,0.13,0.26,0
SIN3B,17.64,19.13,23.46,26.89,4
AC008737.1,0.02,0.02,0.00,0.00,0
F2RL3,0.64,0.48,2.25,2.09,2
CPAMD8,14.35,5.94,32.63,15.40,4
AC020908.2,0.11,0.15,0.00,0.00,0
HAUS8,6.65,3.92,5.00,2.35,4
AC020908.1,0.28,0.36,0.00,0.00,0
MYO9B,57.07,49.61,51.44,26.63,4
AC020908.3,0.45,0.46,0.00,0.00,0
AC020913.1,1.23,3.20,0.01,0.26,2
AC020913.3,0.19,0.36,0.01,0.26,0
AC020913.2,0.00,0.01,0.01,0.00,0
USE1,7.71,9.09,25.28,13.32,4
OCEL1,1.36,4.40,10.55,4.70,4
NR2F6,3.36,3.69,25.47,11.49,4
USHBP1,2.13,4.31,0.35,4.96,3
BABAM1,7.82,12.64,25.98,19.06,4
ANKLE1,0.26,0.64,0.67,1.04,1
ABHD8,3.06,5.59,3.19,3.92,4
MRPL34,3.42,9.55,22.12,19.58,4
AC010463.3,0.02,0.02,0.00,0.00,0
DDA1,3.83,6.96,25.40,15.14,4
ANO8,1.81,2.58,1.93,3.92,4
GTPBP3,3.08,5.28,13.82,5.74,4
PLVAP,4.89,6.85,1.23,11.23,4
AC010463.2,0.04,0.05,0.00,0.00,0
CCDC194,2.87,3.32,0.04,0.26,2
BST2,9.69,41.76,2.26,27.68,4
BISPR,1.78,5.30,0.22,1.57,3
